appid,name,release_date,promo_price,normal_price
3012430,Grasp of Dread,Coming soon,,
1239300,Gravewood High,"3 May, 2023",Free,
2270270,Guest Uncovered,2025,,
2363590,H.I.A: Horror Investigation Agency,"29 Feb, 2024",Free,
1928670,Hajis هاجس,"25 Oct, 2022","4,99€",
657200,Hand Simulator,"19 Jul, 2017","2,99€",
1310510,Handy Harry's Haunted House Services,"31 Jul, 2020","4,99€",
1450180,Haunt Chaser,"6 Oct, 2021","12,49€",
2539870,Haunt or Heist,Coming soon,,
1441160,Haunted Experiment,To be announced,,
2342260,Haunted: The Chronicles,Coming soon,,
1903530,Heart attack,"17 Jan, 2023","0,49€",
3317570,Hell Drill,2025,,
3507930,HellBorn,2025,,
891360,Hellcoming,"6 Dec, 2021","3,99€",
553850,HELLDIVERS™ 2,"8 Feb, 2024","39,99€",
1504150,Hello Guest: Hello Neighbor 2 pre-alpha,"22 Dec, 2020",Free,
1387970,Hello Teacher,"16 Jun, 2021","0,99€",
628670,Hellpoint,"30 Jul, 2020","33,99€",
2870080,Hellrooms,Coming soon,,
2218200,HereWith,Coming soon,,
3385610,Hidden Evidence,2025,,
2024300,Hide Alone,"12 Aug, 2022","4,99€",
596940,Hide and Seek,"1 Sep, 2017",Free,
480430,Hide and Shriek,"19 Oct, 2017",Free,
616220,Hide vs. Seek,"8 Aug, 2017",Free,
1729140,Hired 2 Die,"31 Jan, 2025","7,31€",
1583280,Hog Hunter 2021,"7 May, 2021",Free,
1844060,Holy Purge : Exorcist,"16 Feb, 2022","9,75€",
2170860,Homaysa,"30 Dec, 2022","9,75€",
617160,Home Sweet Home,"27 Sep, 2017","15,79€",
2919780,Hop Man,"27 Apr, 2024","4,99€",
2824020,hora,"24 Feb, 2025","3,99€",
2407600,Horrible Game,To be announced,,
2292630,Horror Adventure : Zombie Edition VR,"12 Apr, 2023","9,75€",
1610370,Horror Royale,"18 Feb, 2025","5,89€",
3063780,Horror Simulator VR,"27 May, 2025","14,79€",
1506620,Horror Squad,"26 Feb, 2021","4,99€",
2774380,Hospital 666,"5 Mar, 2024","7,79€",
3703720,HOST,July 2025,,
3081120,HOUND: AUTOMATON,"21 Oct, 2024","9,75€",
3026770,Hunt Me,"6 Dec, 2024","9,75€",
1778030,Hunt Together,"8 Feb, 2024","19,50€",
2445440,Hunter Nightmare,"22 Oct, 2023","0,99€",
3061020,I am immortal here,"17 Jul, 2024",Free,
1146940,I will eat you,"6 Dec, 2019","3,99€",
2619480,I'm Not Scared,Q3 2025,,
95400,ibb & obb,"26 May, 2014","9,99€",
1742020,Idol Showdown,"6 May, 2023",Free,
2193380,Image,"20 Jan, 2023","9,75€",
3746680,Impossible Survival,To be announced,,
2966570,Impostor Online,"19 Apr, 2025",Free,
1361000,In Silence,"30 Oct, 2021","9,75€",
2186800,Incessant,Coming soon,,
2504480,Indigo Park: Chapter 1,"18 May, 2024",Free,
2616040,Infected: Outpost,"1 Dec, 2023","5,89€",
2601730,InfestStation,"22 Jul, 2024","3,99€",
2302120,Infinitum: The Backrooms Story,Q4 2025,,
2072640,Inout,"14 Apr, 2023","4,99€",
